id,name_english,name_spanish,website,languages_spoken_english,languages_spoken_spanish,customers_served_english,customers_served_spanish,notes_english,notes_spanish,categories_english,categories_spanish,tags_english,tags_spanish
1087,Department of Motor Vehicles,Departamento de Vehiculos Motorizados,https://www.dmv.ca.gov/,English,ingles,,,$26 for an ID card. $31 for original drivers license. $25  for a replacement license. Contact your local United Way  for a fee waiver form. ,$ 26 por una tarjeta de identificacion. $ 31 por licencia de conducir original. $ 25 por una licencia de reemplazo. Comuniquese con su United Way local para obtener un formulario de exencion de tarifas.,resource directory,directorio de recursos,catalog<&&>535 castillo street<&&>resource directory<&&>goleta<&&>english<&&>93117<&&>7127 hollister avenue<&&>resources<&&>directory<&&>1601 n h street<&&>93436<&&>list<&&>93101<&&>documents<&&>523 s mcclelland street<&&>lompoc<&&>santa maria<&&>93454<&&>department of motor vehicles<&&>resource<&&>santa barbara,lista<&&>directorio de recursos<&&>535 castillo street<&&>goleta<&&>93117<&&>recursos<&&>7127 hollister avenue<&&>documentos<&&>1601 nh street<&&>recurso<&&>93436<&&>ingles<&&>catalogo<&&>93101<&&>departamento de vehiculos de motor<&&>523 s mcclelland street<&&>lompoc<&&>santa maria<&&>93454<&&>directorio<&&>santa barbara
1088,Unity Shoppe,Unity Shoppe,https://www.unityshoppe.org/,English,ingles,,,,,food<&&>community support,comida<&&>apoyo comunitario,hunger<&&>nutrition<&&>community<&&>english<&&>110 west sola street<&&>unity shoppe<&&>hungry<&&>people<&&>support<&&>neigborhood<&&>in-kind donations<&&>snacks<&&>93101<&&>1401 chapala street<&&>snack<&&>meals<&&>food<&&>community support<&&>1209 state street<&&>santa barbara<&&>eat,nutricion<&&>110 west sola street<&&>gente<&&>comunidad<&&>apoyo comunitario<&&>vecindario<&&>ingles<&&>unit shoppe<&&>93101<&&>1401 chapala street<&&>hambre<&&>donaciones en especie<&&>comidas<&&>bocadillo<&&>comer<&&>1209 state street<&&>santa barbara<&&>apoyo<&&>comida<&&>bocadillos
1089,Department of Social Services,Departamento de Servicios Sociales,https://www.countyofsb.org/dss,English,ingles,,,The Santa Barbara County Department of Social Services offers programs to help people maintain their health<&&> improve their economic security<&&> and protect their safety. How can we help you?,El Departamento de Servicios Sociales del Condado de Santa Barbara ofrece programas para ayudar a las personas a mantener su salud<&&> mejorar su seguridad economica y proteger su seguridad. como podemos ayudarte?,resource directory<&&>social services,directorio de recursos<&&>servicios sociales,catalog<&&>304 w. carmen lane<&&>1100 w laurel ave<&&>community<&&>resource directory<&&>english<&&>service<&&>2125 s. centerpointer pkwy<&&>93455<&&>resources<&&>directory<&&>1410 s. broadway<&&>services<&&>social services<&&>relief<&&>93110<&&>list<&&>93436<&&>234 camino del remedio<&&>93101<&&>santa barbara<&&>130 e. ortega street<&&>social<&&>department of social services<&&>lompoc<&&>santa maria<&&>93454<&&>1444 s. broadway<&&>resource<&&>employment<&&>93458,ingles<&&>directorio de recursos<&&>lista<&&>304 w. carmen lane<&&>1100 w laurel ave<&&>1444 s. Broadway<&&>recursos<&&>93455<&&>comunidad<&&>1410 s. broadway<&&>130 e. calle ortega<&&>93110<&&>recurso<&&>servicios sociales<&&>93436<&&>234 camino del remedio<&&>catalogo<&&>93101<&&>empleo<&&>departamento de servicios sociales<&&>social<&&>servicio<&&>lompoc<&&>santa maria<&&>93454<&&>2125 s. puntero central pkwy<&&>socorro<&&>directorio<&&>93458<&&>santa barbara<&&>servicios
1090,New Life Church,Iglesia Nueva Vida,https://www.nlcsb.org/,English,ingles,,,Food available every third Wednesday,Comida disponible cada tercer miercoles,food,comida,50 e. alamar avenue<&&>hungry<&&>new life church<&&>hunger<&&>food<&&>nutrition<&&>english<&&>santa barbara<&&>93105<&&>snack<&&>meals<&&>snacks<&&>eat<&&>bulk food,ingles<&&>iglesia nueva vida<&&>nutricion<&&>comer<&&>50 e. avenida alamar<&&>bocadillos<&&>hambre<&&>comida a granel<&&>santa barbara<&&>93105<&&>comidas<&&>comida<&&>bocadillo
1091,C.A.R.E. 4 Paws,CUIDADO 4 Patas,https://www.care4paws.org/,English,ingles,,,C.A.R.E.4Paws stays true to our mission to keep animals happy<&&> healthy and with their families for life. We continue to bring life-saving services directly to low-income<&&> senior<&&> disabled and homeless pet owners throughout Santa Barbara County.Mobile clinic serving Santa Barbara County. Call to get  times<&&> dates<&&> and locations of service<&&> or fill out an application online.Must reside in Santa Barbara County and provide proof  of financial need such as: unemployment<&&> SSI/SSD income<&&> MediCal<&&> CalFresh food stamps<&&> general relief<&&>  etc.,CARE4Paws se mantiene fiel a nuestra mision de mantener a los animales felices<&&> saludables y con sus familias de por vida. Continuamos brindando servicios que salvan vidas directamente a los duenos de mascotas de bajos ingresos<&&> ancianos<&&> discapacitados y personas sin hogar en todo el condado de Santa Barbara. Clinica movil que atiende al condado de Santa Barbara. Llame para obtener horarios<&&> fechas y ubicaciones de servicio<&&> o complete una solicitud en linea. Debe residir en el condado de Santa Barbara y proporcionar prueba de necesidad financiera como: desempleo<&&> ingresos de SSI / SSD<&&> MediCal<&&> cupones de alimentos de CalFresh<&&> ayuda general<&&> etc.,resource directory,directorio de recursos,catalog<&&>93160<&&>directory<&&>animal services<&&>resources<&&>resource<&&>resource directory<&&>english<&&>santa barbara<&&>mobile animal clinic<&&>p.o. box 60524<&&>list<&&>c.a.r.e. 4 paws,lista<&&>93160<&&>directorio de recursos<&&>recursos<&&>directorio<&&>clinica movil de animales<&&>care 4 paws<&&>po box 60524<&&>recurso<&&>santa barbara<&&>ingles<&&>catalogo<&&>servicios para animales
1092,Santa Ynez Valley Humane Society,Sociedad Protectora de Animales del Valle de Santa Ynez,https://www.syvhumane.org/,English,ingles,,,The Mission of the Santa Ynez Valley Humane Society is to serve our community by providing and promoting humane<&&> compassionate<&&> and conscientious care of companion animals and preventing their overpopulation<&&> and to further the prevention of cruelty to animals and the enforcement of the laws of the State of California pertaining to the prevention of cruelty to animals.,La mision de la Sociedad Protectora de Animales del Valle de Santa Ynez es servir a nuestra comunidad proporcionando y promoviendo el cuidado humano<&&> compasivo y concienzudo de los animales de compania y previniendo su superpoblacion<&&> y promover la prevencion de la crueldad hacia los animales y la aplicacion de las leyes del Estado de California relativo a la prevencion de la crueldad hacia los animales.,resource directory,directorio de recursos,catalog<&&>santa ynez valley humane society<&&>93427<&&>directory<&&>animal services<&&>resources<&&>resource<&&>buellton<&&>resource directory<&&>111 commerce drive<&&>english<&&>list,93427<&&>directorio de recursos<&&>lista<&&>111 commerce drive<&&>recursos<&&>directorio<&&>sociedad humanitaria del valle de santa ynez<&&>buellton<&&>recurso<&&>ingles<&&>catalogo<&&>servicios para animales
1093,Santa Barbara County Animal Services,Servicios para animales del condado de Santa Barbara,https://countyofsb.org/phd/animal/aboutus.sbc,English,ingles,,,To establish and maintain a safe and healthy environment between humans and animals in Santa Barbara County.,Establecer y mantener un ambiente seguro y saludable entre humanos y animales en el condado de Santa Barbara.,resource directory,directorio de recursos,catalog<&&>1501 west central avenue<&&>resources<&&>directory<&&>animal services<&&>548 w. foster road<&&>resource<&&>resource directory<&&>santa barbara county animal services<&&>goleta<&&>5473 overpass road<&&>lompoc<&&>93117<&&>english<&&>93455<&&>santa maria<&&>list<&&>93436,1501 west central avenue<&&>directorio de recursos<&&>lista<&&>servicios para animales del condado de santa barbara<&&>recursos<&&>directorio<&&>548 w. carretera de acogida<&&>goleta<&&>5473 overpass road<&&>lompoc<&&>93117<&&>93436<&&>93455<&&>santa maria<&&>recurso<&&>ingles<&&>catalogo<&&>servicios para animales
1094,Achievement House INC.,Achievement House INC.,https://achievementhouse.org/lompoc-2/,English,ingles,,,Achievement House<&&> Inc. is a private<&&>non-profit agency initially establishedfor the purpose of providing rehabilitationand community living services adultswith mental and/or physical disabilities.,Achievement House<&&> Inc. es una agencia privada sin fines de lucro establecida inicialmente con el proposito de brindar servicios de rehabilitacion y vida comunitaria a adultos con discapacidades mentales y / o fisicas.,clothing<&&>resource directory,ropa<&&>directorio de recursos,catalog<&&>pants<&&>resource directory<&&>1765 s. broadway<&&>english<&&>shoes<&&>2414 s. broadway<&&>resources<&&>directory<&&>clothes<&&>shirts<&&>achievement house inc.<&&>list<&&>93436<&&>thrift store<&&>lompoc<&&>santa maria<&&>93454<&&>clothing<&&>resource<&&>101 east chestnut,lista<&&>directorio de recursos<&&>tienda de segunda mano<&&>recursos<&&>ropa<&&>camisas<&&>recurso<&&>93436<&&>ingles<&&>catalogo<&&>Achievement house inc.<&&>2414 s. broadway<&&>lompoc<&&>santa maria<&&>93454<&&>1765 s. Broadway<&&>directorio<&&>pantalones<&&>101 east chestnut<&&>zapatos
1099,Hidden Treasures Thrift Store,Tienda de segunda mano de tesoros escondidos,https://www.vtc-sm.org/thrift-store/,English,ingles,,,We Have Bargain Prices!   Daily Specials!    Hundreds of Items Stocked Daily!,!Tenemos precios de ganga! !Especiales del dia! !Cientos de articulos almacenados diariamente!,resource directory<&&>community support<&&>clothing,directorio de recursos<&&>apoyo comunitario<&&>ropa,catalog<&&>community<&&>pants<&&>hidden treasures thrift store<&&>resource directory<&&>english<&&>shoes<&&>resources<&&>directory<&&>people<&&>support<&&>neigborhood<&&>clothes<&&>shirts<&&>list<&&>93436<&&>thrift store<&&>lompoc<&&>124 n i st<&&>clothing<&&>resource<&&>community support,lista<&&>directorio de recursos<&&>tienda de segunda mano<&&>tesoros escondidos tienda de segunda mano<&&>recursos<&&>ropa<&&>gente<&&>comunidad<&&>camisas<&&>apoyo comunitario<&&>recurso<&&>vecindario<&&>93436<&&>ingles<&&>catalogo<&&>124 ni st<&&>lompoc<&&>directorio<&&>pantalones<&&>apoyo<&&>zapatos
1100,Buellton Senior Thrift Shop,Tienda de segunda mano Buellton Senior,https://buelltonseniorcenter.org/thrift-store/,English,ingles,,,The Buellton Senior Thrift Store is a well-known community resource sponsored by the Santa Ynez Valley Senior Citizens Foundation.,Buellton Senior Thrift Store es un recurso comunitario bien conocido patrocinado por la Fundacion de Ciudadanos de la Tercera Edad del Valle de Santa Ynez.,resource directory<&&>community support<&&>clothing,directorio de recursos<&&>apoyo comunitario<&&>ropa,catalog<&&>community<&&>pants<&&>resource directory<&&>english<&&>shoes<&&>93427<&&>resources<&&>directory<&&>people<&&>support<&&>neigborhood<&&>clothes<&&>shirts<&&>buellton senior thrift shop<&&>56 west hwy 246<&&>list<&&>buellton<&&>thrift store<&&>clothing<&&>resource<&&>community support,lista<&&>directorio de recursos<&&>tienda de segunda mano<&&>recursos<&&>ropa<&&>gente<&&>93427<&&>comunidad<&&>camisas<&&>apoyo comunitario<&&>recurso<&&>56 west hwy 246<&&>vecindario<&&>ingles<&&>catalogo<&&>tienda de segunda mano buellton<&&>buellton<&&>directorio<&&>pantalones<&&>apoyo<&&>zapatos
1101,New to You Thrift Shop,Nuevo en usted Tienda de segunda mano,https://www.solvangusa.com/directory/new-to-you-thrift-shop/,English,ingles,,,Featuring gently used and lovingly recycled clothing<&&> shoes<&&> books<&&> toys<&&> housewares<&&> seasonal items<&&> jewelry and much more,Con ropa<&&> zapatos<&&> libros<&&> juguetes<&&> articulos para el hogar<&&> articulos de temporada<&&> joyas y mucho mas usados y cuidadosamente reciclados.,resource directory<&&>community support<&&>clothing,directorio de recursos<&&>apoyo comunitario<&&>ropa,catalog<&&>93463<&&>community<&&>pants<&&>resource directory<&&>english<&&>shoes<&&>resources<&&>directory<&&>people<&&>support<&&>neigborhood<&&>clothes<&&>shirts<&&>list<&&>solvang<&&>1689 oak street<&&>thrift store<&&>clothing<&&>resource<&&>community support<&&>new to you thrift shop,lista<&&>directorio de recursos<&&>93463<&&>tienda de segunda mano<&&>recursos<&&>ropa<&&>gente<&&>comunidad<&&>camisas<&&>apoyo comunitario<&&>recurso<&&>vecindario<&&>solvang<&&>ingles<&&>catalogo<&&>1689 oak street<&&>directorio<&&>pantalones<&&>nuevo para ti tienda de segunda mano<&&>apoyo<&&>zapatos
1102,Santa Ynez Valley Opportunity Shop,Tienda de oportunidad del valle de Santa Ynez,,English,ingles,,,,,resource directory,directorio de recursos,catalog<&&>resources<&&>santa ynez valley opportunity shop<&&>directory<&&>santa ynez<&&>resource<&&>resource directory<&&>3630 sagunto st g<&&>thrift store<&&>english<&&>93460<&&>list,lista<&&>directorio de recursos<&&>santa ynez<&&>recursos<&&>directorio<&&>tienda de segunda mano<&&>tienda de oportunidades del valle de santa ynez<&&>3630 sagunto st g<&&>recurso<&&>93460<&&>ingles<&&>catalogo
1103,United Staffing Associates,Asociados de personal unidos,,English,ingles,,,USA's expertly trained Santa Maria branch staff can help find the right job for you! Much more than just a temp agency<&&> the United Staffing Associates employment company not only recruits temporary staff and part-time or seasonal workers for Santa Maria and North Santa Barbara County businesses; USA also helps find jobs and provide career resources for local workers and professionals<&&> and offers expert help and services in human resources<&&> HR consulting<&&> safety training<&&> employee recruiting<&&> payroll<&&> and more.,!El personal capacitado por expertos de la sucursal de Santa Maria de EE. UU. Puede ayudarlo a encontrar el trabajo adecuado para usted! Mucho mas que una simple agencia temporal<&&> la empresa de empleo United Staffing Associates no solo contrata personal temporal y trabajadores a tiempo parcial o estacionales para las empresas de Santa Maria y el norte de Santa Barbara; USA tambien ayuda a encontrar trabajos y proporciona recursos profesionales para trabajadores y profesionales locales<&&> y ofrece ayuda y servicios expertos en recursos humanos<&&> consultoria de recursos humanos<&&> capacitacion en seguridad<&&> reclutamiento de empleados<&&> nomina y mas.,employment,empleo,temp agency<&&>jobs<&&>hire<&&>full<&&>temp<&&>business<&&>hiring<&&>employment<&&>2215 skyway dr<&&>time<&&>job<&&>santa maria<&&>english<&&>united staffing associates<&&>trade<&&>93455<&&>gig,empleo<&&>negocio<&&>comercio<&&>concierto<&&>completo<&&>contratacion<&&>trabajo<&&>trabajos<&&>2215 skyway dr<&&>United Staffing Associates<&&>93455<&&>santa maria<&&>agencia temporal<&&>tiempo<&&>ingles<&&>temporal
1104,People Ready,Gente lista,https://www.peopleready.com/customer/locations/santa-maria-ca-1584,English,ingles,,,We are committed to matching experienced tradesmen with jobs that help elevate their careers to the next level,Estamos comprometidos a emparejar a comerciantes experimentados con trabajos que ayuden a elevar sus carreras al siguiente nivel.,employment,empleo,temp agency<&&>jobs<&&>hire<&&>full<&&>temp<&&>409 e church st<&&>business<&&>hiring<&&>employment<&&>time<&&>people ready<&&>job<&&>santa maria<&&>english<&&>93454<&&>trade<&&>gig,tiempo<&&>empleo<&&>negocio<&&>comercio<&&>concierto<&&>completo<&&>contratacion<&&>409 e church st<&&>trabajo<&&>trabajos<&&>gente lista<&&>agencia temporal<&&>santa maria<&&>93454<&&>ingles<&&>temporal
1105,Labor Finders,Buscadores de mano de obra,https://www.laborfinders.com/,English,ingles,,,With new jobs listed every day<&&> we have connections with companies who are hiring all over the country.,Con nuevos trabajos listados todos los dias<&&> tenemos conexiones con empresas que estan contratando en todo el pais.,employment,empleo,temp agency<&&>jobs<&&>hire<&&>labor finders<&&>temp<&&>full<&&>1782 s. broadway<&&>business<&&>hiring<&&>employment<&&>time<&&>job<&&>santa maria<&&>english<&&>93454<&&>trade<&&>gig,ingles<&&>tiempo<&&>empleo<&&>negocio<&&>comercio<&&>concierto<&&>completo<&&>contratacion<&&>trabajo<&&>1782 s. broadway<&&>trabajos<&&>agencia temporal<&&>santa maria<&&>buscadores de mano de obra<&&>93454<&&>temporal
1106,Volt Service Group,Grupo de servicio de voltios,http://www.volt.com/,English,ingles,,,Our 35<&&>000 employees across 85 global offices provide workforce management and talent acquisition solutions to businesses worldwide,Nuestros 35<&&>000 empleados en 85 oficinas globales brindan soluciones de gestion de la fuerza laboral y adquisicion de talento a empresas de todo el mundo.,employment,empleo,temp agency<&&>jobs<&&>hire<&&>full<&&>volt service group<&&>temp<&&>business<&&>hiring<&&>employment<&&>time<&&>job<&&>santa maria<&&>english<&&>93454<&&>210 e enos dr.<&&>trade<&&>gig,ingles<&&>tiempo<&&>empleo<&&>negocio<&&>comercio<&&>concierto<&&>completo<&&>grupo de servicio volt<&&>contratacion<&&>trabajo<&&>trabajos<&&>agencia temporal<&&>santa maria<&&>93454<&&>210 e enos dr.<&&>temporal
1107,Good Shepherd Pantry ,Despensa del Buen Pastor,https://gslcms.org/ministries/food-distribution.html,English,ingles,,,Bulk groceries distributed every 1st Saturday of the month at 9:00 a.m.,Abarrotes a granel distribuidos cada 1er sabado del mes a las 9:00 am,food,comida,hungry<&&>hunger<&&>food<&&>nutrition<&&>380 n. fairview avenue<&&>goleta<&&>93117<&&>english<&&>snack<&&>eat<&&>meals<&&>snacks<&&>good shepherd pantry<&&>bulk food,ingles<&&>nutricion<&&>comer<&&>despensa buen pastor<&&>380 n. avenida fairview<&&>bocadillos<&&>hambre<&&>comida a granel<&&>goleta<&&>93117<&&>comidas<&&>comida<&&>bocadillo
1108,Restoration Church Goleta / Goleta Valley Church,Iglesia Restauracion Goleta / Goleta Valley Church,https://www.r-church.org/,English,ingles,,,Bulk food offered every 3rd Saturday of the month,Se ofrecen alimentos a granel cada tercer sabado del mes,food,comida,hungry<&&>hunger<&&>food<&&>nutrition<&&>restoration church goleta / goleta valley church<&&>goleta<&&>93117<&&>english<&&>595 n. fairview avenue<&&>snack<&&>meals<&&>snacks<&&>eat<&&>bulk food,ingles<&&>nutricion<&&>comer<&&>comidas<&&>restauracion iglesia goleta / iglesia del valle de goleta<&&>bocadillos<&&>hambre<&&>comida a granel<&&>goleta<&&>93117<&&>595 n. avenida fairview<&&>comida<&&>bocadillo
1109,Food For Angels,Comida para angeles,,English,ingles,,,Bulk food offered 1st and 3rd Monday of the month,Se ofrecen alimentos a granel el primer y tercer lunes del mes,food,comida,hungry<&&>hunger<&&>food<&&>nutrition<&&>781 embarcadero del mar<&&>93117<&&>english<&&>food for angels<&&>snack<&&>meals<&&>isla vista<&&>snacks<&&>eat<&&>bulk food,ingles<&&>nutricion<&&>comer<&&>781 embarcadero del mar<&&>comida para angeles<&&>hambre<&&>comida a granel<&&>bocadillos<&&>comida<&&>93117<&&>comidas<&&>isla vista<&&>bocadillo
1110,WIC -- Women Infants Children,WIC - Mujeres Bebes Ninos,https://www.countyofsb.org/phd/nutritional-services/apply.sbc,English,ingles,Women<&&> Infants<&&> Children,Mujeres<&&> bebes<&&> ninos,,,food<&&>women,comida<&&>mujeres,women<&&>infants<&&>hunger<&&>nutrition<&&>english<&&>1136 e. montecito street<&&>hungry<&&>guadalupe<&&>93110<&&>2125 s. centerpointe parkway<&&>snacks<&&>93103<&&>state sponsored services<&&>315 camino del remedio<&&>wic -- women infants children<&&>5201 8th street<&&>santa maria<&&>snack<&&>93434<&&>93454<&&>400 n. mcclelland street<&&>meals<&&>food<&&>children<&&>carpinteria<&&>santa barbara<&&>4681 11th street<&&>eat<&&>93013,nutricion<&&>bebes<&&>ninos<&&>guadalupe<&&>93110<&&>ingles<&&>93103<&&>wic - mujeres bebes ninos<&&>2125 s. avenida centerpointe<&&>mujeres<&&>315 camino del remedio<&&>hambre<&&>1136 e. calle montecito<&&>santa maria<&&>93434<&&>93454<&&>servicios patrocinados por el estado<&&>400 n. mcclelland street<&&>comidas<&&>bocadillo<&&>5201 calle 8<&&>comer<&&>carpinteria<&&>santa barbara<&&>4681 11th street<&&>comida<&&>bocadillos<&&>93013
1111,Express Employment Professionals,Profesionales de Empleo Express,https://www.expresspros.com/santamariaca/ ,English,ingles,,,Express Employment Professionals Central Coast is your one-stop staffing agency in Santa Barbara<&&> whether you’re a job-seeker or an employer looking for help. With a full team of job specialists<&&> we’re able to reduce hiring turnarounds and take the guesswork out of the staffing process.,Express Employment Professionals Central Coast es su agencia de personal integral en Santa Barbara<&&> ya sea que busque trabajo o un empleador que busque ayuda. Con un equipo completo de especialistas laborales<&&> podemos reducir los cambios de contratacion y eliminar las conjeturas del proceso de contratacion de personal.,employment,empleo,jobs<&&>hire<&&>full<&&>temp<&&>business<&&>hiring<&&>express employment professionals<&&>employment<&&>93458<&&>thrift store<&&>time<&&>job<&&>santa maria<&&>english<&&>gig<&&>trade<&&>222 w carmen ln,ingles<&&>empleo<&&>negocio<&&>comercio<&&>concierto<&&>completo<&&>contratacion<&&>tienda de segunda mano<&&>trabajo<&&>trabajos<&&>93458<&&>santa maria<&&>profesionales de empleo expreso<&&>tiempo<&&>temporal<&&>222 w carmen ln
1112,Focus Professional Employment Services,Focus Servicios profesionales de empleo,,English,ingles,,,,,employment,empleo,temp agency<&&>jobs<&&>hire<&&>full<&&>temp<&&>business<&&>hiring<&&>focus professional employment services<&&>employment<&&>2125 s broadway<&&>time<&&>job<&&>santa maria<&&>english<&&>93454<&&>trade<&&>gig,tiempo<&&>empleo<&&>negocio<&&>comercio<&&>concierto<&&>completo<&&>contratacion<&&>enfoque servicios profesionales de empleo<&&>trabajo<&&>trabajos<&&>2125 s broadway<&&>agencia temporal<&&>santa maria<&&>93454<&&>ingles<&&>temporal
1114,Abba Employer Services INC,Abba Employer Services INC,,English,ingles,,,,,employment,empleo,temp agency<&&>jobs<&&>hire<&&>110 s pine st.<&&>temp<&&>full<&&>business<&&>hiring<&&>employment<&&>93458<&&>time<&&>job<&&>santa maria<&&>english<&&>gig<&&>trade<&&>abba employer services inc,abba empleador servicios inc<&&>empleo<&&>negocio<&&>comercio<&&>110 s pine st.<&&>concierto<&&>completo<&&>contratacion<&&>trabajo<&&>trabajos<&&>93458<&&>agencia temporal<&&>santa maria<&&>tiempo<&&>ingles<&&>temporal
1115,Westside Neighborhood Center / Westside Community Center ,Westside Neighborhood Center / Westside Community Center,https://www.santabarbaraca.gov/gov/depts/parksrec/indoor/wnc.asp,English,ingles,,,,,food,comida,hungry<&&>93101<&&>hunger<&&>food<&&>nutrition<&&>mobile food pantry<&&>westside neighborhood center / westside community center<&&>legal assistance<&&>english<&&>423 w. victoria street<&&>mobile farmers market<&&>snack<&&>meals<&&>santa barbara<&&>snacks<&&>eat,centro del vecindario del lado oeste / centro comunitario del lado oeste<&&>nutricion<&&>93101<&&>despensa movil de alimentos<&&>comer<&&>bocadillos<&&>hambre<&&>asistencia legal<&&>comida<&&>mercado movil de agricultores<&&>423 w. victoria street<&&>comidas<&&>santa barbara<&&>ingles<&&>bocadillo
1116,Luttrell Staffing Group,Grupo de personal de Luttrell,https://www.luttrellstaffing.com/staffing-agency-santa-maria/,English,ingles,,,,,employment,empleo,temp agency<&&>luttrell staffing group<&&>jobs<&&>hire<&&>full<&&>temp<&&>business<&&>hiring<&&>employment<&&>110 s pine st<&&>93458<&&>time<&&>job<&&>santa maria<&&>english<&&>gig<&&>trade,luttrell staffing group<&&>empleo<&&>negocio<&&>comercio<&&>concierto<&&>completo<&&>contratacion<&&>trabajo<&&>trabajos<&&>110 s pine st<&&>93458<&&>agencia temporal<&&>santa maria<&&>tiempo<&&>ingles<&&>temporal
1117,Goodwill Workforce Services,Servicios de fuerza laboral de buena voluntad,http://gwvsb.org/,English,ingles,,,Our mission is to provide vocational and educational opportunities to eliminate barriers to employment<&&> strengthen communities and help people in need reach their full potential through the power of work,Nuestra mision es brindar oportunidades vocacionales y educativas para eliminar las barreras al empleo<&&> fortalecer las comunidades y ayudar a las personas necesitadas a alcanzar su maximo potencial a traves del poder del trabajo.,employment,empleo,temp agency<&&>jobs<&&>hire<&&>full<&&>temp<&&>210 e enos dr<&&>business<&&>hiring<&&>employment<&&>time<&&>job<&&>santa maria<&&>english<&&>goodwill workforce services<&&>93454<&&>trade<&&>gig,tiempo<&&>empleo<&&>negocio<&&>comercio<&&>concierto<&&>completo<&&>contratacion<&&>210 e enos dr<&&>trabajo<&&>trabajos<&&>agencia temporal<&&>santa maria<&&>servicios de buena voluntad para la fuerza laboral<&&>93454<&&>ingles<&&>temporal
1118,Franklin Community Center,Centro Comunitario Franklin,https://www.santabarbaraca.gov/gov/depts/parksrec/indoor/fnc.asp,English,ingles,,,,,food,comida,93103<&&>meals<&&>hungry<&&>hunger<&&>food<&&>nutrition<&&>mobile food pantry<&&>legal assistance<&&>franklin community center<&&>english<&&>santa barbara<&&>mobile farmers market<&&>snack<&&>1136 e. montecito street<&&>snacks<&&>eat,93103<&&>centro comunitario de franklin<&&>despensa movil de alimentos<&&>nutricion<&&>comer<&&>bocadillos<&&>hambre<&&>alimentos<&&>asistencia legal<&&>1136 e. calle montecito<&&>mercado movil de agricultores<&&>santa barbara<&&>comidas<&&>ingles<&&>bocadillo
1119,Franklin Elementary School ,Escuela Primaria Franklin,https://franklin.sbunified.org/,English,ingles,,,,,food,comida,93103<&&>hungry<&&>hunger<&&>food<&&>nutrition<&&>mobile food pantry<&&>franklin elementary school<&&>english<&&>1111 e. mason street<&&>mobile farmers market<&&>snack<&&>meals<&&>santa barbara<&&>snacks<&&>eat,93103<&&>despensa movil de alimentos<&&>nutricion<&&>comer<&&>bocadillos<&&>hambre<&&>comida<&&>mercado movil de agricultores<&&>1111 e. mason street<&&>comidas<&&>santa barbara<&&>escuela primaria franklin<&&>bocadillo<&&>ingles
1120,Center for Employment Training,Centro de Formacion Laboral,https://cetweb.edu/location/santa-maria-ca/?utm_source=smlocal&utm_medium=organic&utm_campaign=gmb,English,ingles,,,CET provides you essential training for essential services. What sets CET apart as a training program is our open-enrollment admissions,CET le brinda capacitacion esencial para servicios esenciales. Lo que distingue a CET como programa de capacitacion son nuestras admisiones de inscripcion abierta,employment,empleo,temp agency<&&>jobs<&&>hire<&&>full<&&>temp<&&>center for employment training<&&>business<&&>hiring<&&>employment<&&>93458<&&>time<&&>job<&&>santa maria<&&>english<&&>gig<&&>trade<&&>509 w. morrison avenue,ingles<&&>empleo<&&>negocio<&&>comercio<&&>avenida morrison<&&>concierto<&&>completo<&&>contratacion<&&>509 w. agencia temporal<&&>trabajo<&&>trabajos<&&>93458<&&>santa maria<&&>centro de capacitacion laboral<&&>tiempo<&&>temporal
1121,Positano Apartments,Apartamentos en Positano,https://foodbanksbc.org/programs/other-programs/mobile-food-pantry/,English,ingles,,,Mobile Food Pantry—3rd Monday of the month at 3:00  p.m. ,Despensa movil de alimentos: tercer lunes del mes a las 3:00 p.m.,food,comida,positano apartments<&&>hungry<&&>hunger<&&>food<&&>nutrition<&&>mobile food pantry<&&>goleta<&&>english<&&>snack<&&>11 camino de vida<&&>meals<&&>snacks<&&>eat<&&>93111,positano apartments<&&>nutricion<&&>comer<&&>food<&&>mobile food pantry<&&>bocadillos<&&>hambre<&&>goleta<&&>english<&&>11 camino de vida<&&>comidas<&&>bocadillo<&&>93111
1122,Goleta Community Center,Centro Comunitario de Goleta,https://www.thegvcc.org/,English,ingles,,,Mobile Food Pantry—4th Tuesday of the month at 3:00  p.m. ,Despensa movil de alimentos: cuarto martes del mes a las 3:00 pm,food,comida,hungry<&&>hunger<&&>food<&&>nutrition<&&>5679 hollister avenue<&&>mobile food pantry<&&>legal assistance<&&>goleta<&&>93117<&&>english<&&>snack<&&>meals<&&>snacks<&&>eat<&&>goleta community center,nutricion<&&>despensa movil de alimentos<&&>comer<&&>5679 hollister avenue<&&>bocadillos<&&>hambre<&&>alimentos<&&>centro comunitario de goleta<&&>asistencia legal<&&>goleta<&&>93117<&&>comidas<&&>ingles<&&>bocadillo
1123,St. Joseph’s Catholic Church,Iglesia catolica de San Jose,https://stjosephchurch.org/,English<&&> Spanish,Ingles Espanol,,,,,food,comida,hungry<&&>st. joseph’s catholic church<&&>hunger<&&>snacks<&&>food<&&>nutrition<&&>mobile food pantry<&&>carpinteria<&&>english<&&>mobile farmers market<&&>snack<&&>eat<&&>meals<&&>1532 linden avenue<&&>spanish<&&>93013,1532 linden avenue<&&>nutricion<&&>comer<&&>S t. josephs catholic church<&&>espanol<&&>despensa movil de comida<&&>bocadillos<&&>hambre<&&>carpinteria<&&>mercado movil de agricultores<&&>comidas<&&>comida<&&>ingles<&&>bocadillo<&&>93013
